,Date,Open,High,Low,Close,Adj.Close,Volume
794,02/28/2008,4.542857,4.721429,4.491786,4.639643,3.948886,1618254400
795,02/29/2008,4.6175,4.650357,4.457143,4.465,3.800243,1255480800
796,03/03/2008,4.444286,4.499286,4.214286,4.3475,3.700238,1593043200
797,03/04/2008,4.356786,4.46,4.3,4.450714,3.788083,1785383600
798,03/05/2008,4.413571,4.469286,4.366071,4.446071,3.784133,1221836000
799,03/06/2008,4.450357,4.553571,4.314643,4.318929,3.67592,1473698800
800,03/07/2008,4.300357,4.392143,4.251786,4.366071,3.716043,1230462800
801,03/10/2008,4.356429,4.409286,4.263214,4.274643,3.638226,999588800
802,03/11/2008,4.432143,4.552857,4.357143,4.548214,3.871069,1163943200
803,03/12/2008,4.537143,4.595714,4.470357,4.501071,3.830945,1059629200
804,03/13/2008,4.432143,4.625,4.392857,4.569286,3.889004,1262102800
805,03/14/2008,4.638571,4.653571,4.435714,4.521786,3.848577,1156640800
806,03/17/2008,4.376786,4.5925,4.376786,4.526071,3.852222,1072598800
807,03/18/2008,4.613571,4.75,4.595357,4.743571,4.03734,1205120000
808,03/19/2008,4.754286,4.796071,4.631071,4.631071,3.941591,1010536800
809,03/20/2008,4.682857,4.760357,4.613571,4.759643,4.05102,908787600
810,03/24/2008,4.786071,5.030357,4.772857,4.983214,4.241305,1066920400
811,03/25/2008,4.998571,5.110714,4.904643,5.035,4.28538,1052391200
812,03/26/2008,5.031071,5.205,5.022857,5.180714,4.409402,1182084400
813,03/27/2008,5.176786,5.189643,4.999643,5.008929,4.263189,999829600
814,03/28/2008,5.064286,5.166071,5.057143,5.1075,4.347087,714610400
815,03/31/2008,5.116786,5.203929,5.09,5.125,4.361981,768065200
816,04/01/2008,5.225,5.345,5.128929,5.340357,4.545276,1032567200
817,04/02/2008,5.313571,5.4,5.208929,5.2675,4.483266,1044968400
818,04/03/2008,5.252143,5.486786,5.25,5.414643,4.608502,1051568000
819,04/04/2008,5.435357,5.525357,5.383929,5.467143,4.653186,854417200
820,04/07/2008,5.576071,5.703214,5.539643,5.5675,4.738604,1158326400
821,04/08/2008,5.483929,5.5875,5.44,5.458571,4.645889,1014294400
822,04/09/2008,5.475357,5.496071,5.373571,5.408571,4.603333,873398400
823,04/10/2008,5.3975,5.550714,5.378571,5.519643,4.69787,955763200
824,04/11/2008,5.454286,5.475,5.228571,5.255,4.472627,1210076000
825,04/14/2008,5.241786,5.330357,5.162143,5.277857,4.492082,845087600
826,04/15/2008,5.335714,5.347143,5.204286,5.299286,4.510319,698037200
827,04/16/2008,5.418571,5.503571,5.379286,5.489286,4.672033,795774000
828,04/17/2008,5.506071,5.571429,5.476786,5.5175,4.696046,704267200
829,04/18/2008,5.682857,5.795,5.656429,5.751429,4.895146,1026765600
830,04/21/2008,5.793214,6.017857,5.777143,6.005714,5.111572,1039152800
831,04/22/2008,5.978571,6,5.646071,5.721429,4.869614,1439572400
832,04/23/2008,5.858929,5.887143,5.752857,5.8175,4.95138,1504190800
833,04/24/2008,5.905,6.070714,5.685357,6.033571,5.135283,1696066400
834,04/25/2008,6.096429,6.110714,5.943571,6.061786,5.159298,992474000
835,04/28/2008,6.0625,6.205357,6.040357,6.151429,5.235594,787214400
836,04/29/2008,6.111071,6.273571,6.080357,6.251786,5.321011,923476400
837,04/30/2008,6.2925,6.428571,6.175714,6.2125,5.287571,1139524400
838,05/01/2008,6.248571,6.428571,6.245,6.428571,5.471474,903576800
839,05/02/2008,6.435357,6.497143,6.376786,6.462143,5.500048,1006082000
840,05/05/2008,6.497143,6.618214,6.466071,6.5975,5.615254,854557200
841,05/06/2008,6.595,6.682857,6.506429,6.666429,5.67392,918870400
842,05/07/2008,6.644643,6.721429,6.447857,6.521071,5.550203,1157133600
843,05/08/2008,6.563214,6.660714,6.538214,6.609286,5.625283,899085600
844,05/09/2008,6.541429,6.580357,6.4775,6.551786,5.576344,673072400
845,05/12/2008,6.614643,6.745357,6.530357,6.72,5.719517,818563200
846,05/13/2008,6.736071,6.8375,6.709286,6.784286,5.77423,823236400
847,05/14/2008,6.829643,6.865714,6.6275,6.652143,5.661762,916823600
848,05/15/2008,6.671786,6.782143,6.578571,6.776071,5.767238,873208000
849,05/16/2008,6.789643,6.796429,6.678571,6.700714,5.703101,765769200
850,05/19/2008,6.709286,6.738929,6.475,6.557143,5.580905,945820400
851,05/20/2008,6.493571,6.648571,6.432857,6.639286,5.650817,969850000
852,05/21/2008,6.631071,6.7125,6.294643,6.363929,5.416456,1157657200
853,05/22/2008,6.402143,6.476071,6.142857,6.323214,5.381804,1206735600
854,05/23/2008,6.456071,6.499643,6.35,6.470357,5.507039,906917200
855,05/27/2008,6.526786,6.658214,6.494286,6.658214,5.666928,789905200
856,05/28/2008,6.693214,6.7125,6.561429,6.678929,5.684559,743979600
857,05/29/2008,6.67,6.721429,6.625,6.6675,5.674832,647186400
858,05/30/2008,6.694643,6.769286,6.692143,6.741071,5.737449,610184400
859,06/02/2008,6.735714,6.773214,6.590357,6.646429,5.656899,679840000
860,06/03/2008,6.673571,6.721429,6.512143,6.620357,5.634707,750520400
861,06/04/2008,6.572143,6.681786,6.543929,6.613929,5.629236,726983600
862,06/05/2008,6.655,6.78,6.632143,6.765357,5.75812,755445600
863,06/06/2008,6.714286,6.783929,6.626786,6.63,5.642914,966422800
864,06/09/2008,6.599643,6.605,6.276786,6.486071,5.520415,1888392800
865,06/10/2008,6.446786,6.670714,6.393571,6.63,5.642914,1140941200
866,06/11/2008,6.583571,6.642857,6.413929,6.4575,5.496096,961550800
867,06/12/2008,6.481786,6.521429,6.114286,6.187857,5.266599,1308333600
868,06/13/2008,6.13,6.22,5.903929,6.156071,5.239545,1345957200
869,06/16/2008,6.117857,6.353571,6.038214,6.315714,5.37542,1051730400
870,06/17/2008,6.360714,6.499643,6.336071,6.479643,5.514942,899656800
871,06/18/2008,6.468571,6.507143,6.333929,6.383929,5.433479,811468000
872,06/19/2008,6.376786,6.512143,6.314286,6.460714,5.498831,791949200
873,06/20/2008,6.405357,6.464286,6.25,6.259643,5.327696,888367200
874,06/23/2008,6.240714,6.281429,6.127143,6.184286,5.263559,645780800
875,06/24/2008,6.156071,6.277857,6.129643,6.1875,5.266295,621947200
876,06/25/2008,6.236071,6.386786,6.21,6.335357,5.392139,644450800
877,06/26/2008,6.216786,6.244286,6.000357,6.009286,5.114613,869610000
878,06/27/2008,5.946786,6.091786,5.8625,6.074643,5.17024,1042249600
879,06/30/2008,6.078214,6.142857,5.950714,5.98,5.089689,684196800
880,07/01/2008,5.865357,6.24,5.857143,6.238571,5.309762,1111280800
881,07/02/2008,6.257143,6.3375,6.006429,6.006429,5.112182,837519200
882,07/03/2008,6.056786,6.148929,5.919643,6.075714,5.171152,523362000
883,07/07/2008,6.184286,6.326071,6.139286,6.255714,5.324353,820391600
884,07/08/2008,6.264286,6.417857,6.169286,6.4125,5.457797,888350400
885,07/09/2008,6.435714,6.461071,6.219286,6.223214,5.296691,895776000
886,07/10/2008,6.247143,6.333571,6.120357,6.308214,5.369037,840688800
887,07/11/2008,6.266786,6.325357,6.107143,6.163571,5.245929,930011600
888,07/14/2008,6.401429,6.403571,6.181429,6.21,5.285445,886054400
889,07/15/2008,6.16,6.205,5.9425,6.058571,5.156562,1040043200
890,07/16/2008,6.078571,6.176071,6.021429,6.171786,5.25292,747790400
891,07/17/2008,6.217857,6.249286,6.121071,6.136071,5.222523,757526000
892,07/18/2008,6.018571,6.058929,5.892857,5.898214,5.020079,868414400
893,07/21/2008,5.960714,5.982143,5.754286,5.938929,5.054732,1360469600
894,07/22/2008,5.321429,5.812857,5.233214,5.786429,4.924936,1879592400
895,07/23/2008,5.8925,6.013214,5.77,5.937857,5.05382,1061768400
896,07/24/2008,5.868571,5.902143,5.658929,5.679643,4.834048,839619200
897,07/25/2008,5.728571,5.821429,5.666071,5.79,4.927975,633637200
898,07/28/2008,5.797857,5.8025,5.500714,5.514286,4.693311,780712800
899,07/29/2008,5.550357,5.694643,5.4875,5.61,4.774775,684070800
900,07/30/2008,5.635,5.731786,5.574286,5.71,4.859886,725183200
901,07/31/2008,5.626429,5.792857,5.606429,5.676786,4.831617,637498400
902,08/01/2008,5.710714,5.713929,5.5625,5.595,4.762005,544639200
903,08/04/2008,5.592857,5.639286,5.461071,5.4725,4.657745,592527600
904,08/05/2008,5.550714,5.742857,5.529286,5.737143,4.882988,688371600
905,08/06/2008,5.713214,5.978571,5.642857,5.863929,4.990897,791408800
906,08/07/2008,5.811071,5.933929,5.767857,5.841786,4.972052,672372400
907,08/08/2008,5.852143,6.058929,5.848214,6.055357,5.153824,713997200
908,08/11/2008,6.073929,6.303571,6.059643,6.198571,5.275716,891304400
909,08/12/2008,6.197143,6.403214,6.196786,6.311786,5.372078,836278800
910,08/13/2008,6.356429,6.428571,6.282143,6.403571,5.450197,842346400
911,08/14/2008,6.368929,6.444643,6.351429,6.404286,5.450806,711300800
912,08/15/2008,6.394286,6.419643,6.251786,6.276429,5.341983,708251600
913,08/18/2008,6.270357,6.350357,6.207857,6.263929,5.331346,552014400
914,08/19/2008,6.233571,6.323929,6.136071,6.1975,5.274807,616204400
915,08/20/2008,6.241786,6.319286,6.200357,6.28,5.345023,506951200
916,08/21/2008,6.231071,6.266071,6.138929,6.224643,5.297908,539744800
917,08/22/2008,6.279286,6.339286,6.270357,6.313929,5.373901,439611200
918,08/25/2008,6.291071,6.293929,6.130714,6.1625,5.245016,484425200
919,08/26/2008,6.17,6.245714,6.164643,6.201429,5.278151,445550000
920,08/27/2008,6.189643,6.277143,6.149643,6.238214,5.309458,477780800
921,08/28/2008,6.26,6.294643,6.169643,6.205,5.281188,431384800
922,08/29/2008,6.177143,6.196429,6.037143,6.054643,5.153217,599289600
923,09/02/2008,6.157143,6.196429,5.892857,5.935357,5.051693,780763200
924,09/03/2008,5.958571,6.024286,5.857143,5.962857,5.075099,734834800
925,09/04/2008,5.923571,5.996786,5.743214,5.757857,4.900617,743386000
926,09/05/2008,5.663929,5.8,5.630357,5.720714,4.869005,786884000
927,09/08/2008,5.8775,5.888929,5.409286,5.64,4.800308,1045979200
928,09/09/2008,5.602143,5.712857,5.349643,5.417143,4.61063,1245025600
929,09/10/2008,5.44,5.535357,5.314286,5.414643,4.608502,973142800
930,09/11/2008,5.292143,5.463929,5.214286,5.451786,4.640114,971135200
931,09/12/2008,5.389643,5.389643,5.232143,5.319286,4.527342,793027200
932,09/15/2008,5.0725,5.274643,5.012857,5.012857,4.266535,920634400
933,09/16/2008,4.780714,5.089286,4.719643,4.995714,4.251945,1199836400
934,09/17/2008,4.946071,4.946786,4.565357,4.565357,3.88566,1200455200
935,09/18/2008,4.663214,4.836786,4.31,4.788929,4.075946,1676253600
936,09/19/2008,5.092857,5.15,4.868214,5.0325,4.283252,1430875600
937,09/22/2008,4.997857,5.008929,4.666429,4.680357,3.983539,856713200
938,09/23/2008,4.708929,4.85,4.523571,4.53,3.855566,1280364400
939,09/24/2008,4.545357,4.676786,4.469643,4.596786,3.912409,1047015200
940,09/25/2008,4.635714,4.813929,4.59,4.711786,4.010288,1006045600
941,09/26/2008,4.461071,4.635714,4.392857,4.58,3.898123,1126451200
942,09/29/2008,4.272143,4.274286,3.5925,3.759286,3.199597,2622057200
943,09/30/2008,3.866071,4.107143,3.796429,4.059286,3.454933,1626682400
944,10/01/2008,3.997143,4.012857,3.835357,3.897143,3.316929,1296484000
945,10/02/2008,3.8575,3.885357,3.571429,3.575,3.042748,1609364400
946,10/03/2008,3.714286,3.803571,3.380357,3.466786,2.950645,2294398400
947,10/06/2008,3.284286,3.527857,3.126429,3.505,2.98317,2107417200
948,10/07/2008,3.588571,3.625,3.176786,3.184286,2.710204,1878772000
949,10/08/2008,3.068214,3.440357,3.06,3.206786,2.729354,2207741200
950,10/09/2008,3.333929,3.421429,3.092857,3.169286,2.697438,1617383600
951,10/10/2008,3.060714,3.571429,3.035714,3.457143,2.942437,2219299600
952,10/13/2008,3.733929,3.9475,3.607857,3.937857,3.351582,1539076000
953,10/14/2008,4.152143,4.157143,3.683571,3.717143,3.163729,1980994400
954,10/15/2008,3.708571,3.821429,3.496071,3.498214,2.977394,1584175600
955,10/16/2008,3.563214,3.693929,3.276429,3.638929,3.09716,1980521200
956,10/17/2008,3.557143,3.644286,3.0675,3.478571,2.960676,1762227600
957,10/20/2008,3.563571,3.5725,3.344286,3.515714,2.992289,1549170000
958,10/21/2008,3.4625,3.496429,3.255714,3.2675,2.781029,2193660000
959,10/22/2008,3.4775,3.616071,3.318929,3.459643,2.944566,2248808800
960,10/23/2008,3.446786,3.544643,3.282143,3.508214,2.985906,1675430400
961,10/24/2008,3.226071,3.496429,3.218214,3.442143,2.929671,1590058400
962,10/27/2008,3.395357,3.486786,3.280714,3.288929,2.799268,1208771200
963,10/28/2008,3.408214,3.589286,3.298929,3.568214,3.036973,1634133200
964,10/29/2008,3.602143,3.912143,3.569286,3.733929,3.178016,1950978400
965,10/30/2008,3.865357,4.006786,3.843214,3.965714,3.375293,1638089600
966,10/31/2008,3.835714,3.956429,3.755,3.8425,3.270421,1659756000
967,11/03/2008,3.783214,3.896429,3.745,3.82,3.251272,1057938000
968,11/04/2008,3.928214,3.9925,3.809643,3.963929,3.373772,1398681200
969,11/05/2008,3.889643,3.918571,3.678214,3.689286,3.14002,1256455200
970,11/06/2008,3.608929,3.670714,3.5,3.539286,3.012352,1319074400
971,11/07/2008,3.544286,3.566071,3.418571,3.508571,2.98621,1095253600
972,11/10/2008,3.5775,3.585714,3.375,3.424286,2.914473,1123822000
973,11/11/2008,3.386071,3.470357,3.295,3.384643,2.880732,1224538000
974,11/12/2008,3.301071,3.33,3.214643,3.218571,2.739385,1178976400
975,11/13/2008,3.209643,3.444286,3.072143,3.444286,2.931496,1854087200
976,11/14/2008,3.348571,3.356786,3.214286,3.222857,2.743033,1405266800
977,11/17/2008,3.16,3.233929,3.116429,3.147857,2.679199,1162526400
978,11/18/2008,3.201429,3.249643,3.102143,3.211071,2.733002,1209695200
979,11/19/2008,3.194286,3.270714,3.078929,3.081786,2.622965,1171900800
980,11/20/2008,3.044286,3.0875,2.857143,2.874643,2.446661,1716814400
981,11/21/2008,2.926071,3.004286,2.826429,2.949286,2.510191,1569271200
982,11/24/2008,3.043214,3.385357,3.03,3.319643,2.825408,1442257600
983,11/25/2008,3.379643,3.3825,3.148571,3.242857,2.760056,1235292800
984,11/26/2008,3.211429,3.401786,3.208929,3.392857,2.887722,899836000
985,11/28/2008,3.382143,3.384286,3.280714,3.309643,2.816898,297774400
986,12/01/2008,3.260714,3.295357,3.175714,3.176071,2.703212,923767600
987,12/02/2008,3.215357,3.308929,3.089286,3.3025,2.810818,1148722400
988,12/03/2008,3.192857,3.436786,3.171429,3.425,2.91508,1338680000
989,12/04/2008,3.3725,3.400357,3.180714,3.264643,2.778598,1091370000
990,12/05/2008,3.226786,3.374643,3.173571,3.357143,2.857326,1043795200
991,12/08/2008,3.474286,3.6,3.421429,3.561429,3.031198,1185142000
992,12/09/2008,3.501429,3.7,3.471786,3.573571,3.041532,1203496000
993,12/10/2008,3.495357,3.553214,3.446429,3.5075,2.985298,938047600
994,12/11/2008,3.476786,3.615714,3.386786,3.392857,2.887722,1040617200
995,12/12/2008,3.314286,3.535714,3.304643,3.509643,2.987121,1041174400
996,12/15/2008,3.428214,3.436071,3.321429,3.383929,2.880124,891758000
997,12/16/2008,3.356429,3.445714,3.3125,3.408214,2.900793,1093506400
998,12/17/2008,3.251071,3.253571,3.143571,3.184286,2.710204,1293860400
999,12/18/2008,3.189643,3.243929,3.158571,3.193929,2.718411,857416000
1000,12/19/2008,3.212143,3.247857,3.171429,3.214286,2.735737,801920000
1001,12/22/2008,3.215,3.215357,3.024643,3.062143,2.606246,844740400
1002,12/23/2008,3.1025,3.138214,3.067857,3.085,2.6257,635031600
1003,12/24/2008,3.076429,3.080357,3.019643,3.037143,2.584968,271334000
1004,12/26/2008,3.094286,3.122143,3.044286,3.064643,2.608374,308324800
1005,12/29/2008,3.09,3.129286,3.038214,3.093214,2.632691,6.86E+08
1006,12/30/2008,3.122143,3.144643,3.025714,3.081786,2.622965,967601600
1007,12/31/2008,3.070357,3.133571,3.047857,3.048214,2.59439,607541200
1008,01/02/2009,3.067143,3.251429,3.041429,3.241071,2.758535,746015200
1009,01/05/2009,3.3275,3.435,3.311071,3.377857,2.874956,1181608400
1010,01/06/2009,3.426786,3.470357,3.299643,3.322143,2.827537,1289310400
1011,01/07/2009,3.278929,3.303571,3.223571,3.250357,2.766438,753048800
1012,01/08/2009,3.229643,3.326786,3.215714,3.310714,2.81781,673500800
1013,01/09/2009,3.328929,3.335,3.219286,3.235,2.753368,546845600
1014,01/12/2009,3.230714,3.249643,3.126786,3.166429,2.695006,617716400
1015,01/13/2009,3.151429,3.205,3.083929,3.1325,2.666128,798397600
1016,01/14/2009,3.08,3.116071,3.025714,3.0475,2.593783,1021664000
1017,01/15/2009,2.8775,3.004286,2.858929,2.977857,2.534509,1831634000
1018,01/16/2009,3.010714,3.013571,2.871429,2.940357,2.502592,1047625600
1019,01/20/2009,2.926071,2.928571,2.792857,2.792857,2.377051,919914800
1020,01/21/2009,2.835357,2.96,2.8325,2.958214,2.517791,1089270000
1021,01/22/2009,3.144286,3.214286,3.065,3.155714,2.685886,1409528400
1022,01/23/2009,3.100714,3.209643,3.089286,3.155714,2.685886,763770000
1023,01/26/2009,3.173571,3.248929,3.153571,3.201429,2.724795,692238400
1024,01/27/2009,3.221071,3.269643,3.205,3.240357,2.757928,618038400
1025,01/28/2009,3.29,3.392857,3.267857,3.364286,2.863406,861406000
1026,01/29/2009,3.324643,3.369286,3.307143,3.321429,2.826929,592729200
1027,01/30/2009,3.307143,3.343571,3.214643,3.218929,2.739689,651478800
1028,02/02/2009,3.182143,3.285714,3.175,3.268214,2.781636,558247200
1029,02/03/2009,3.282857,3.335,3.224286,3.320714,2.82632,599309200
1030,02/04/2009,3.329286,3.4375,3.325,3.341071,2.843647,808421600
1031,02/05/2009,3.313214,3.473214,3.307857,3.445,2.932102,749246400
1032,02/06/2009,3.465,3.571429,3.464286,3.561429,3.031198,687209600
1033,02/09/2009,3.571429,3.678571,3.553571,3.661071,3.116004,715010800
1034,02/10/2009,3.618929,3.661071,3.466429,3.493929,2.973747,849060800
1035,02/11/2009,3.441786,3.511071,3.420357,3.457857,2.943045,674973600
1036,02/12/2009,3.4225,3.5625,3.4225,3.545357,3.017518,817188400
1037,02/13/2009,3.535357,3.569286,3.504286,3.541429,3.014175,608977600
1038,02/17/2009,3.459643,3.465714,3.367143,3.376071,2.873436,678238400
1039,02/18/2009,3.394643,3.423214,3.311429,3.370357,2.868572,684779200
1040,02/19/2009,3.334643,3.366071,3.218214,3.237143,2.755191,922804400
1041,02/20/2009,3.192857,3.3,3.178571,3.257143,2.772215,750316000
1042,02/23/2009,3.273214,3.285714,3.089643,3.105357,2.643026,786982000
1043,02/24/2009,3.123214,3.246071,3.107143,3.223214,2.743336,807105600
1044,02/25/2009,3.209286,3.318571,3.1875,3.255714,2.770999,833053200
1045,02/26/2009,3.285714,3.318571,3.177143,3.185357,2.711115,629868400
1046,02/27/2009,3.140357,3.260714,3.131071,3.189643,2.714764,706658400
1047,03/02/2009,3.147143,3.257143,3.131071,3.140714,2.67312,770929600
1048,03/03/2009,3.176071,3.240714,3.138571,3.156071,2.68619,724340400
1049,03/04/2009,3.220714,3.313214,3.194643,3.256071,2.771301,741403600
1050,03/05/2009,3.230714,3.281071,3.158929,3.172857,2.700476,706899200
1051,03/06/2009,3.155,3.157143,2.940357,3.046429,2.592872,1011147200
1052,03/09/2009,3.006429,3.128571,2.948929,2.968214,2.526302,698297600
1053,03/10/2009,3.031071,3.184643,3.012857,3.165357,2.694094,844258800
1054,03/11/2009,3.2075,3.359643,3.199286,3.31,2.817201,846372800
1055,03/12/2009,3.317857,3.449286,3.285714,3.441071,2.928758,768457200
1056,03/13/2009,3.439286,3.471429,3.393214,3.426071,2.915992,601168400
1057,03/16/2009,3.4475,3.478214,3.363571,3.407857,2.90049,797244000
1058,03/17/2009,3.401429,3.560357,3.395357,3.559286,3.029374,786646000
1059,03/18/2009,3.568214,3.695714,3.561429,3.625714,3.085912,796037200
1060,03/19/2009,3.6375,3.685714,3.580357,3.629286,3.088952,500180800
1061,03/20/2009,3.646071,3.6825,3.591786,3.628214,3.08804,695587200
1062,03/23/2009,3.668214,3.862857,3.633929,3.845,3.27255,666397200
1063,03/24/2009,3.798571,3.908571,3.763929,3.803571,3.237289,640612000
1064,03/25/2009,3.842143,3.87,3.709286,3.803214,3.236985,646618000
1065,03/26/2009,3.851071,3.927857,3.842143,3.923929,3.339728,616252000
1066,03/27/2009,3.865357,3.876071,3.8,3.816071,3.247928,492872800
1067,03/30/2009,3.7325,3.750357,3.664643,3.731786,3.176192,502796000
1068,03/31/2009,3.766071,3.8375,3.75,3.754286,3.195342,570080000
1069,04/01/2009,3.7175,3.892857,3.710357,3.881786,3.303859,589372000
1070,04/02/2009,3.933571,4.098214,3.920714,4.025357,3.426055,812366800
1071,04/03/2009,4.078214,4.1475,4.054286,4.1425,3.525758,636241200
1072,04/06/2009,4.105,4.241071,4.045714,4.230357,3.600534,658064400
1073,04/07/2009,4.161786,4.166786,4.078214,4.107143,3.495665,536580800
1074,04/08/2009,4.1225,4.171071,4.092143,4.154286,3.535789,455630000
1075,04/09/2009,4.229286,4.285714,4.212857,4.270357,3.63458,530756800
1076,04/13/2009,4.286071,4.320714,4.25,4.293571,3.654336,389236400
1077,04/14/2009,4.270357,4.291786,4.1875,4.225357,3.596278,454622000
1078,04/15/2009,4.185714,4.223214,4.134286,4.201429,3.575914,412882400
1079,04/16/2009,4.256786,4.398214,4.2425,4.3375,3.691726,593446000
1080,04/17/2009,4.327857,4.4375,4.294643,4.407857,3.751609,497495600
1081,04/20/2009,4.3475,4.3925,4.255714,4.303571,3.662849,466466000
1082,04/21/2009,4.246071,4.362143,4.235714,4.348571,3.701148,470685600
1083,04/22/2009,4.379643,4.476786,4.328571,4.339643,3.69355,938767200
1084,04/23/2009,4.522143,4.542857,4.411071,4.478571,3.811794,945156800
1085,04/24/2009,4.451429,4.469286,4.391786,4.425,3.766198,540764000
1086,04/27/2009,4.389286,4.464286,4.380714,4.454643,3.791426,480690000
1087,04/28/2009,4.405357,4.5075,4.402143,4.425,3.766198,455856800
1088,04/29/2009,4.458929,4.530357,4.4225,4.469286,3.803892,458110800
1089,04/30/2009,4.507857,4.535714,4.461429,4.493929,3.824866,498489600
1090,05/01/2009,4.492857,4.569643,4.492857,4.544286,3.867725,397516000
1091,05/04/2009,4.58,4.723214,4.56,4.716786,4.014542,609358400
1092,05/05/2009,4.705357,4.745,4.682857,4.739643,4.033996,398255200
1093,05/06/2009,4.761786,4.767857,4.650714,4.732143,4.027615,473538800
1094,05/07/2009,4.726071,4.728214,4.567857,4.609286,3.923048,531776000
1095,05/08/2009,4.608571,4.686786,4.509286,4.613929,3.926999,467964000
1096,05/11/2009,4.548929,4.677143,4.54,4.6275,3.938549,404658800
1097,05/12/2009,4.627143,4.6325,4.401786,4.443571,3.782005,609481600
1098,05/13/2009,4.400357,4.429286,4.263571,4.2675,3.632147,595971600
1099,05/14/2009,4.277857,4.411786,4.275,4.391071,3.737322,447826400
1100,05/15/2009,4.368571,4.450714,4.343214,4.372143,3.721211,367567200
1101,05/18/2009,4.418929,4.525,4.341786,4.523214,3.849791,458841600
1102,05/19/2009,4.529286,4.618214,4.490714,4.551786,3.874108,372422400
1103,05/20/2009,4.558214,4.614643,4.475,4.495357,3.826082,388584000
1104,05/21/2009,4.469643,4.527857,4.388929,4.435,3.774709,407946000
1105,05/22/2009,4.430357,4.435,4.348214,4.375,3.723643,297998400
1106,05/26/2009,4.455714,4.6725,4.448214,4.670714,3.97533,636927200
1107,05/27/2009,4.706429,4.820714,4.675357,4.751786,4.044332,646422000
1108,05/28/2009,4.766071,4.835357,4.715357,4.823929,4.105735,487552800
1109,05/29/2009,4.835357,4.853571,4.780357,4.850357,4.128228,456534400
1110,06/01/2009,4.873929,4.999643,4.857143,4.976786,4.235835,452499600
1111,06/02/2009,4.963929,5.047857,4.941071,4.981786,4.240089,456223600
1112,06/03/2009,5,5.039643,4.966786,5.033929,4.28447,565199600
1113,06/04/2009,5.004643,5.149286,5.001429,5.133571,4.369277,550634000
1114,06/05/2009,5.189643,5.228571,5.114643,5.166786,4.397547,632716000
1115,06/08/2009,5.136429,5.151071,4.979643,5.1375,4.372621,931652400
1116,06/09/2009,5.136071,5.162857,5.019643,5.097143,4.338272,676964400
1117,06/10/2009,5.081429,5.083929,4.939286,5.008929,4.263189,688623600
1118,06/11/2009,4.983929,5.055714,4.948214,4.998214,4.25407,524823600
1119,06/12/2009,4.9575,4.967857,4.858571,4.891786,4.16349,563085600
1120,06/15/2009,4.8575,4.890357,4.8175,4.860357,4.136737,539750400
1121,06/16/2009,4.880714,4.945357,4.860714,4.869643,4.144641,514805200
1122,06/17/2009,4.881071,4.908929,4.804643,4.842143,4.121237,571412800
1123,06/18/2009,4.861071,4.928571,4.8425,4.852857,4.130355,427680400
1124,06/19/2009,4.931071,4.982143,4.889286,4.981429,4.239786,721856800
1125,06/22/2009,5.023929,5.055714,4.868929,4.906071,4.175647,634914000
1126,06/23/2009,4.871429,4.891071,4.745714,4.786071,4.073513,706532400
1127,06/24/2009,4.836429,4.910714,4.816429,4.865,4.140691,485525600
1128,06/25/2009,4.848214,5.007143,4.828929,4.995,4.251336,589447600
1129,06/26/2009,4.9925,5.127143,4.990714,5.087143,4.329761,439384400
1130,06/29/2009,5.123571,5.141071,5.055,5.070357,4.315474,567616000
1131,06/30/2009,5.092143,5.135714,5.064286,5.086786,4.329458,434224000
1132,07/01/2009,5.125,5.166429,5.09,5.101071,4.341616,414178800
1133,07/02/2009,5.044643,5.101071,4.9925,5.000714,4.2562,370479200
1134,07/06/2009,4.953571,4.963929,4.866071,4.950357,4.213339,498688400
1135,07/07/2009,4.945714,4.988571,4.827857,4.835714,4.115765,461596800
1136,07/08/2009,4.854286,4.93,4.800714,4.900714,4.171089,575929200
1137,07/09/2009,4.92,4.928214,4.854643,4.87,4.144946,343025200
1138,07/10/2009,4.869286,4.963214,4.868571,4.947143,4.210605,445275600
1139,07/13/2009,4.983571,5.083571,4.911786,5.083571,4.326721,483501200
1140,07/14/2009,5.0725,5.113571,5.041429,5.081071,4.324593,347247600
1141,07/15/2009,5.18,5.25,5.154286,5.245714,4.464723,485587200
1142,07/16/2009,5.205714,5.286429,5.198929,5.268571,4.484177,393570800
1143,07/17/2009,5.324286,5.429286,5.308214,5.419643,4.612757,602154000
1144,07/20/2009,5.473929,5.537143,5.388929,5.461071,4.648018,735526400
1145,07/21/2009,5.474643,5.479643,5.348214,5.411071,4.605461,874781600
1146,07/22/2009,5.635357,5.668929,5.575357,5.597857,4.764438,874104000
1147,07/23/2009,5.593929,5.658571,5.555714,5.636429,4.797269,526962800
1148,07/24/2009,5.605357,5.714286,5.589286,5.713929,4.863231,438362400
1149,07/27/2009,5.720357,5.745714,5.616429,5.717857,4.866574,433311200
1150,07/28/2009,5.674286,5.717857,5.628571,5.714286,4.863533,363554800
1151,07/29/2009,5.675,5.730357,5.651786,5.715357,4.864444,382158000
1152,07/30/2009,5.775,5.882857,5.767857,5.813929,4.948341,469604800
1153,07/31/2009,5.821071,5.892857,5.818214,5.835357,4.966579,422536800
1154,08/03/2009,5.900357,5.951429,5.888214,5.943929,5.058988,394240000
1155,08/04/2009,5.890357,5.913214,5.864643,5.9125,5.032236,395810800
1156,08/05/2009,5.919643,5.978214,5.864643,5.896786,5.018864,423183600
