,Date,VolatilityIndex,AppleVolatilityIndex,AmazonVolatilityIndex,GoogleVolatilityIndex,SP500Stock,Inflation,DollarIndex,Apple-Close,Apple-Adjusted-Close,Apple-Volume,Amazon-Close,Amazon-Adjusted-Close,Amazon-Volume,Google-Close,Google-Adjusted-Close,Goolge-Volume
397,11/04/2014,14.89,22.34,26.95,20.37,2012.10,1.92,98.5576,27.15,24.296318,166297600,15.1405,15.1405,68548000,27.629642,27.629642,24884132
398,11/05/2014,14.17,22.21,28.73,21.06,2023.57,1.93,98.8086,27.215,24.354488,149743600,14.826,14.826,93490000,27.221264,27.221264,40645286
399,11/06/2014,13.67,22.53,28.34,21.42,2031.21,1.94,99.1325,27.174999,24.424139,139874000,14.832,14.832,75162000,27.027796,27.027796,26665008
400,11/07/2014,13.12,22.31,27.54,20.78,2031.92,1.94,99.0236,27.252501,24.493795,134766000,14.993,14.993,52948000,26.976437,26.976437,32675465
401,11/10/2014,12.67,22.35,27.01,19.38,2038.26,1.94,98.9305,27.2075,24.453356,108782000,15.2555,15.2555,56182000,27.299549,27.299549,22692131
402,11/11/2014,12.92,22.13,26.73,18.74,2039.68,.,.,27.424999,24.648836,109769200,15.6005,15.6005,76072000,27.439165,27.439165,19310873
403,11/12/2014,13.02,21.65,27.19,19.20,2038.25,1.91,98.8897,27.8125,24.99711,187769600,15.5755,15.5755,43660000,27.290573,27.290573,22593862
404,11/13/2014,13.79,22.29,28.36,20.02,2039.33,1.88,99.1045,28.205,25.349876,238091600,15.824,15.824,73728000,27.194338,27.194338,26787343
405,11/14/2014,13.31,22.82,30.31,19.57,2039.82,1.89,99.0917,28.545,25.655458,176254400,16.391001,16.391001,177556000,27.145472,27.145472,25790614
406,11/17/2014,13.99,25.10,30.63,20.41,2041.32,1.86,99.2188,28.497499,25.61277,186986800,16.1525,16.1525,95698000,26.752052,26.752052,34520517
407,11/18/2014,13.86,25.15,30.47,20.64,2051.80,1.84,99.0185,28.8675,25.945311,176896000,16.2465,16.2465,70990000,26.678255,26.678255,39253475
408,11/19/2014,13.96,25.19,31.24,20.39,2048.72,1.83,99.2424,28.6675,25.765556,167476800,16.327,16.327,65632000,26.775988,26.775988,27844237
409,11/20/2014,13.58,25.41,31.58,20.24,2052.75,1.85,99.2554,29.077499,26.13405,173582000,16.527,16.527,68734000,26.668282,26.668282,31267610
410,11/21/2014,12.90,25.35,29.83,19.17,2063.50,1.86,99.2894,29.1175,26.170004,228717200,16.6315,16.6315,89332000,26.801416,26.801416,44485801
411,11/24/2014,12.62,24.42,28.57,18.99,2069.41,1.86,99.4227,29.657499,26.65534,189803200,16.782,16.782,55084000,26.889673,26.889673,34127440
412,11/25/2014,12.25,24.41,28.09,18.73,2067.03,1.85,99.2837,29.4,26.423906,275361600,16.752001,16.752001,51300000,26.979927,26.979927,35798014
413,11/26/2014,12.07,24.48,27.61,18.67,2072.83,1.82,99.1893,29.75,26.738482,163073200,16.678499,16.678499,39672000,26.944525,26.944525,30459397
414,11/28/2014,13.33,25.78,28.60,18.93,2067.56,1.79,100.0719,29.7325,26.722744,99257600,16.931999,16.931999,61036000,27.017324,27.017324,22966883
415,12/01/2014,14.29,28.88,30.96,20.10,2053.44,1.79,99.8964,28.7675,25.855434,335256000,16.299999,16.299999,98898000,26.616922,26.616922,42307838
416,12/02/2014,12.85,27.67,30.34,19.63,2066.55,1.77,100.4478,28.657499,25.756567,237395600,16.3155,16.3155,55806000,26.614429,26.614429,30533600
417,12/03/2014,12.47,26.09,32.47,19.75,2074.33,1.79,100.5696,28.9825,26.04867,172253600,15.825,15.825,113620000,26.493263,26.493263,25559983
418,12/04/2014,12.38,26.22,32.64,20.45,2071.92,1.77,100.3931,28.872499,25.94981,168178000,15.8465,15.8465,65806000,26.791943,26.791943,27842232
419,12/05/2014,11.82,24.75,32.21,20.75,2075.37,1.75,101.0989,28.75,25.839705,153275600,15.6315,15.6315,65304000,26.191092,26.191092,51312493
420,12/08/2014,14.21,27.44,34.01,22.03,2060.31,1.71,101.31,28.1,25.255508,230659600,15.332,15.332,72784000,26.276857,26.276857,46587556
421,12/09/2014,14.89,26.82,34.64,21.55,2059.82,1.73,100.8095,28.530001,25.641975,240832000,15.625,15.625,80990000,26.595482,26.595482,37426473
422,12/10/2014,18.53,30.39,36.59,23.70,2026.14,1.71,101.0212,27.987499,25.154392,178261200,15.292,15.292,64918000,26.230984,26.230984,34245764
423,12/11/2014,20.08,29.78,36.01,23.43,2035.33,1.70,101.4448,27.905001,25.080244,165606800,15.368,15.368,65258000,26.344671,26.344671,32216207
424,12/12/2014,21.08,32.46,38.36,25.75,2002.33,1.64,101.3735,27.432501,24.655571,224112400,15.366,15.366,63070000,25.861996,25.861996,39891221
425,12/15/2014,20.42,32.48,38.71,28.07,1989.63,1.62,101.674,27.057501,24.318533,268872400,15.3035,15.3035,76832000,25.619661,25.619661,56268061
426,12/16/2014,23.57,35.63,41.20,32.33,1972.74,1.65,101.526,26.6875,23.985991,243162800,14.753,14.753,130026000,24.701681,24.701681,79285081
427,12/17/2014,19.44,30.40,39.07,29.82,2012.89,1.65,101.5527,27.352501,24.583673,213647200,14.944,14.944,88670000,25.175381,25.175381,57663883
428,12/18/2014,16.81,28.29,37.07,27.53,2061.23,1.65,101.7531,28.1625,25.311682,236024800,14.8865,14.8865,154762000,25.485031,25.485031,58534266
429,12/19/2014,16.49,28.43,35.95,25.51,2070.65,1.68,102.0483,27.945,25.116196,353719200,14.995,14.995,174182000,25.746813,25.746813,73804074
430,12/22/2014,15.25,28.30,35.01,25.01,2078.54,1.70,101.9942,28.235001,25.376839,180670000,15.327,15.327,80076000,26.171646,26.171646,54475152
431,12/23/2014,14.80,27.61,33.93,24.14,2082.17,1.70,102.348,28.135,25.286957,104113600,15.3145,15.3145,54274000,26.456863,26.456863,43952341
432,12/24/2014,14.37,27.76,34.67,24.53,2081.88,1.68,102.3028,28.002501,25.167873,57918400,15.1515,15.1515,30276000,26.366112,26.366112,14118657
433,12/26/2014,14.50,28.87,35.81,24.76,2088.77,1.67,.,28.497499,25.61277,134884000,15.4545,15.4545,57876000,26.628391,26.628391,20810980
434,12/29/2014,15.06,29.78,37.79,25.79,2090.57,1.65,102.3767,28.477501,25.594799,110395600,15.602,15.602,60180000,26.443897,26.443897,45570772
435,12/30/2014,15.92,30.08,38.01,25.55,2080.35,1.64,102.1019,28.129999,25.282473,119526000,15.515,15.515,41860000,26.448385,26.448385,17525986
436,12/31/2014,19.20,31.87,38.11,26.23,2058.90,1.68,102.2843,27.594999,24.801626,165613600,15.5175,15.5175,40960000,26.247936,26.247936,27364925
437,01/02/2015,17.79,34.10,39.40,26.70,2058.20,1.71,102.9027,27.3325,24.565699,212818400,15.426,15.426,55664000,26.168653,26.168653,28951268
438,01/05/2015,19.92,37.81,42.70,28.19,2020.58,1.64,103.4976,26.5625,23.873644,257142000,15.1095,15.1095,55484000,25.623152,25.623152,41196796
439,01/06/2015,21.12,38.25,43.35,29.20,2002.61,1.56,103.2938,26.565001,23.875895,263188400,14.7645,14.7645,70380000,25.029282,25.029282,57998800
440,01/07/2015,19.31,36.84,43.42,28.93,2025.90,1.57,103.6316,26.9375,24.210684,160423600,14.921,14.921,52806000,24.986401,24.986401,41301082
441,01/08/2015,17.01,35.05,41.77,28.24,2062.14,1.62,103.2799,27.9725,25.140907,237458000,15.023,15.023,61768000,25.065184,25.065184,67071641
442,01/09/2015,17.55,35.73,41.38,28.07,2044.81,1.62,103.1213,28.002501,25.167873,214798000,14.8465,14.8465,51848000,24.740576,24.740576,41427428
443,01/12/2015,19.60,40.75,46.82,30.24,2028.26,1.57,103.2372,27.3125,24.547722,198603200,14.5705,14.5705,68428000,24.56007,24.56007,46535413
444,01/13/2015,20.56,39.98,48.20,29.47,2023.03,1.54,103.27,27.555,24.765669,268367600,14.737,14.737,82728000,24.741074,24.741074,47409807
445,01/14/2015,21.48,41.53,48.20,29.76,2011.27,1.57,103.0903,27.450001,24.671309,195826400,14.6635,14.6635,110774000,24.974932,24.974932,44714427
446,01/15/2015,22.39,44.44,48.60,29.74,1992.67,1.58,103.0829,26.705,24.001713,240056000,14.3475,14.3475,88384000,25.020805,25.020805,54316718
447,01/16/2015,20.95,41.81,45.56,28.19,2019.42,1.60,103.2189,26.497499,23.815222,314053200,14.537,14.537,69564000,25.334444,25.334444,45965854
448,01/20/2015,19.89,38.01,44.17,27.42,2022.55,1.59,103.5233,27.18,24.428635,199599600,14.472,14.472,61502000,25.275606,25.275606,44640224
449,01/21/2015,18.85,38.07,45.63,26.30,2032.12,1.61,103.7858,27.387501,24.615131,194303600,14.8625,14.8625,201302000,25.831081,25.831081,45374234
450,01/22/2015,16.40,35.67,43.48,25.55,2063.15,1.61,103.9271,28.1,25.255508,215185600,15.516,15.516,107252000,26.646341,26.646341,53538588
451,01/23/2015,16.66,35.91,43.82,24.60,2051.82,1.60,104.3676,28.245001,25.38583,185859200,15.6195,15.6195,89928000,26.92358,26.92358,45634948
452,01/26/2015,15.52,39.98,44.98,25.67,2057.09,1.61,104.4818,28.275,25.412788,222460000,15.483,15.483,63394000,26.687229,26.687229,30874534
453,01/27/2015,17.22,42.25,45.51,27.97,2029.55,1.66,104.1646,27.285,24.523008,382274800,15.3375,15.3375,58406000,25.8605,25.8605,38080263
454,01/28/2015,20.44,30.83,47.03,29.08,2002.16,1.61,104.4737,28.827499,25.909357,585908400,15.1955,15.1955,61276000,25.430182,25.430182,33676205
455,01/29/2015,18.76,29.26,45.49,28.75,2021.25,1.62,105.2763,29.725,26.716011,337745600,15.589,15.589,173132000,25.463091,25.463091,83727244
456,01/30/2015,20.97,31.57,31.77,21.51,1994.99,1.65,105.5884,29.290001,26.325048,334982000,17.7265,17.7265,477122000,26.652824,26.652824,112127002
457,02/02/2015,19.43,29.13,31.59,22.37,2020.85,1.65,105.2058,29.657499,26.65534,250956400,18.223499,18.223499,204638000,26.351652,26.351652,56996054
458,02/03/2015,17.33,27.59,29.39,21.75,2050.03,1.70,104.6063,29.6625,26.659836,207662800,18.1775,18.1775,124252000,26.389547,26.389547,40773638
459,02/04/2015,18.33,28.41,28.85,21.71,2041.51,1.71,104.785,29.889999,26.864305,280598800,18.237499,18.237499,83398000,26.066435,26.066435,33273101
460,02/05/2015,16.85,27.36,28.59,20.31,2062.52,1.70,104.4915,29.985001,27.056049,168984800,18.6945,18.6945,144952000,26.306774,26.306774,36995292
461,02/06/2015,17.29,28.73,27.64,20.06,2055.47,1.71,105.1283,29.7325,26.828213,174826400,18.714001,18.714001,77848000,26.477306,26.477306,35270570
462,02/09/2015,18.55,27.58,28.29,20.60,2046.74,1.71,104.9889,29.93,27.006426,155559200,18.528,18.528,54492000,26.319241,26.319241,25355423
463,02/10/2015,17.23,25.91,27.87,19.59,2068.59,1.70,105.2897,30.504999,27.525253,248034000,18.65,18.65,45744000,26.773493,26.773493,34997823
464,02/11/2015,16.96,26.16,27.90,20.51,2068.53,1.68,105.7901,31.219999,28.170412,294247200,18.757,18.757,55730000,26.725126,26.725126,27555446
465,02/12/2015,15.34,26.05,27.00,19.35,2088.48,1.66,104.9385,31.615,28.526831,297898000,18.8585,18.8585,55822000,27.072172,27.072172,32404724
466,02/13/2015,14.69,25.87,26.02,17.46,2096.99,1.68,104.8452,31.77,28.666693,217088800,19.091499,19.091499,69502000,27.375341,27.375341,38006060
467,02/17/2015,15.80,26.78,26.94,18.37,2100.34,1.71,.,31.9575,28.835876,252609600,18.7715,18.7715,73464000,27.067686,27.067686,32336537
468,02/18/2015,15.45,25.21,26.20,19.33,2099.68,1.71,105.2514,32.18,29.03664,179566800,18.668501,18.668501,53012000,26.911116,26.911116,29061570
469,02/19/2015,15.29,25.11,26.06,18.91,2097.45,1.74,105.1407,32.112499,28.975737,149449600,18.950001,18.950001,59076000,27.069181,27.069181,19782163
470,02/20/2015,14.30,25.14,25.29,19.12,2110.30,1.75,105.3387,32.375,29.212593,195793600,19.183001,19.183001,65160000,26.873718,26.873718,28887092
471,02/23/2015,14.56,26.76,25.57,20.00,2109.66,1.72,105.5359,33.25,30.002127,283896400,19.007,19.007,43540000,26.522682,26.522682,29157834
472,02/24/2015,13.69,26.27,25.39,19.75,2115.48,1.72,105.5472,33.0425,29.814896,276912400,18.929501,18.929501,38416000,26.73111,26.73111,20101036
473,02/25/2015,13.84,28.04,26.23,19.64,2113.86,1.72,105.0503,32.197498,29.052427,298846800,19.268499,19.268499,63490000,27.119045,27.119045,36519991
474,02/26/2015,13.91,28.70,26.57,20.56,2110.74,1.79,105.5021,32.605,29.420124,365150000,19.24,19.24,53742000,27.697954,27.697954,46230579
475,02/27/2015,13.34,29.32,25.60,20.04,2104.50,1.83,105.5981,32.115002,28.977991,248059200,19.007999,19.007999,50646000,27.843555,27.843555,48203982
476,03/02/2015,13.04,28.30,25.79,22.14,2117.39,1.83,105.8151,32.272499,29.120108,192386800,19.283001,19.283001,42784000,28.488785,28.488785,42592618
477,03/03/2015,13.86,27.86,25.54,22.15,2107.78,1.86,105.5562,32.34,29.181009,151265200,19.230499,19.230499,38930000,28.60347,28.60347,34095352
478,03/04/2015,14.23,28.00,25.79,22.65,2098.53,1.87,106.1333,32.134998,28.996038,126665200,19.136,19.136,45182000,28.590006,28.590006,37536775
479,03/05/2015,14.04,28.77,25.87,22.61,2101.04,1.84,.,31.602501,28.515551,226068400,19.3915,19.3915,53870000,28.687738,28.687738,27792094
480,03/06/2015,15.20,29.80,26.29,23.23,2071.26,1.83,107.4337,31.65,28.558413,291368400,19.004499,19.004499,52540000,28.306534,28.306534,33182854
481,03/09/2015,15.06,27.02,26.73,23.72,2079.43,1.76,107.5199,31.785,28.680227,354114000,18.927999,18.927999,46228000,28.364626,28.364626,21242161
482,03/10/2015,16.69,28.10,27.80,24.96,2044.16,1.73,108.1165,31.127501,28.086958,275426400,18.4755,18.4755,62420000,27.67452,27.67452,35846146
483,03/11/2015,16.87,28.79,27.76,25.39,2040.24,1.72,108.5235,30.559999,27.574881,275756000,18.318501,18.318501,49902000,27.483543,27.483543,36415706
484,03/12/2015,15.42,27.08,27.25,24.64,2065.95,1.71,108.1741,31.112499,28.073412,193450800,18.712,18.712,56200000,27.699451,27.699451,27792094
485,03/13/2015,16.00,27.70,27.37,24.72,2053.40,1.69,108.9174,30.897499,27.879416,207309200,18.528999,18.528999,52234000,27.291073,27.291073,34071287
486,03/16/2015,15.61,25.72,26.84,25.08,2081.19,1.65,108.6422,31.237499,28.186205,143497200,18.6675,18.6675,47082000,27.649588,27.649588,32819860
487,03/17/2015,15.66,26.11,27.22,25.07,2074.28,1.64,108.5805,31.76,28.657667,204092400,18.596001,18.596001,40740000,27.466591,27.466591,36110871
488,03/18/2015,13.97,24.67,26.63,25.18,2099.50,1.70,108.408,32.1175,28.980247,261083600,18.757,18.757,53082000,27.898405,27.898405,42690887
489,03/19/2015,14.07,25.26,26.33,24.95,2089.27,1.79,108.1826,31.875,28.761436,183238000,18.662001,18.662001,38314000,27.823112,27.823112,23945563
490,03/20/2015,13.02,24.94,26.00,23.91,2108.10,1.76,107.1671,31.475,28.400507,274780400,18.9245,18.9245,75272000,27.941286,27.941286,52337299
491,03/23/2015,13.41,26.38,27.39,23.46,2104.42,1.75,106.5022,31.8025,28.696014,150838800,18.755501,18.755501,44786000,27.863998,27.863998,32876014
492,03/24/2015,13.62,26.63,27.89,23.15,2091.50,1.77,106.4401,31.672501,28.578722,131369200,18.7045,18.7045,44564000,28.43144,28.43144,51665459
493,03/25/2015,15.44,30.43,29.07,25.06,2061.05,1.81,106.2636,30.844999,27.832041,206620800,18.548,18.548,68590000,27.862753,27.862753,43045859
494,03/26/2015,15.80,30.46,30.95,25.45,2056.15,1.80,106.5582,31.059999,28.026043,190291600,18.3675,18.3675,58600000,27.682499,27.682499,31452115
495,03/27/2015,15.07,32.17,30.99,25.53,2061.02,1.76,106.8916,30.8125,27.802721,158184800,18.528,18.528,52196000,27.341932,27.341932,37949906
496,03/30/2015,14.51,29.95,32.08,25.48,2086.24,1.73,107.3941,31.592501,28.506531,188398800,18.7295,18.7295,36418000,27.525928,27.525928,25750504
497,03/31/2015,15.29,31.23,32.66,25.60,2067.89,1.76,107.4396,31.1075,28.068905,168362400,18.605,18.605,50122000,27.32498,27.32498,31760961
498,04/01/2015,15.11,31.95,33.90,25.68,2059.69,1.80,107.06,31.0625,28.028301,162485600,18.513,18.513,49162000,27.053724,27.053724,39261497
499,04/02/2015,14.67,30.88,33.74,26.20,2066.96,1.81,106.6738,31.33,28.269672,128880400,18.612499,18.612499,37506000,26.703186,26.703186,34327989
500,04/06/2015,14.74,31.59,36.34,25.31,2080.62,1.85,105.7876,31.8375,28.727596,148776000,18.851999,18.851999,61014000,26.764767,26.764767,26488525
501,04/07/2015,14.78,32.59,36.37,24.75,2076.33,1.85,106.4488,31.502501,28.42532,140049200,18.720501,18.720501,39098000,26.777481,26.777481,26057345
502,04/08/2015,13.98,33.42,37.21,24.56,2081.90,1.84,106.4231,31.4,28.332832,149316800,19.059999,19.059999,52728000,27.006353,27.006353,23570536
503,04/09/2015,13.09,33.54,38.09,24.60,2091.18,1.84,107.0335,31.639999,28.549393,129936000,19.177,19.177,47846000,26.964968,26.964968,31157308
504,04/10/2015,12.58,33.75,38.51,24.16,2102.06,1.82,107.4526,31.775,28.671204,160752000,19.1325,19.1325,51470000,26.926573,26.926573,28189181
505,04/13/2015,13.94,35.82,40.76,24.62,2092.43,1.80,107.7508,31.7125,28.614807,145460400,19.118,19.118,37890000,26.884687,26.884687,32906096
506,04/14/2015,13.67,35.58,39.68,25.79,2095.84,1.80,107.0547,31.575001,28.49074,102098400,19.255501,19.255501,51672000,26.44689,26.44689,52082601
507,04/15/2015,12.84,34.91,39.09,25.77,2106.63,1.84,107.1855,31.695,28.599018,115881600,19.172501,19.172501,38664000,26.553596,26.553596,46376979
508,04/16/2015,12.60,34.34,39.83,26.01,2104.99,1.85,106.2761,31.5425,28.461416,113476000,19.302,19.302,41608000,26.616922,26.616922,25997180
509,04/17/2015,13.89,36.65,41.29,27.20,2081.18,1.89,106.329,31.1875,28.141087,207828000,18.778,18.778,76794000,26.130758,26.130758,43037837
510,04/20/2015,13.30,32.47,42.88,24.83,2100.40,1.89,106.4902,31.9,28.783991,188217200,19.4755,19.4755,100322000,26.695707,26.695707,33585958
511,04/21/2015,13.25,33.06,43.17,26.64,2097.29,1.86,106.5582,31.727501,28.628344,129740400,19.559,19.559,92870000,26.625401,26.625401,36895018
512,04/22/2015,12.71,32.35,45.13,26.70,2107.96,1.87,106.5815,32.154999,29.014084,150618000,19.49,19.49,69494000,26.894411,26.894411,31871263
513,04/23/2015,12.48,32.17,41.55,27.15,2112.93,1.89,106.1658,32.4175,29.250942,183083600,19.4995,19.4995,159600000,27.275116,27.275116,83697161
514,04/24/2015,12.29,34.27,26.64,19.74,2117.69,1.89,105.905,32.57,29.388546,178103600,22.254999,22.254999,343538000,28.175644,28.175644,98650102
515,04/27/2015,13.12,34.34,24.91,19.74,2108.92,1.91,105.6891,33.162498,29.923172,387816800,21.927999,21.927999,108618000,27.768499,27.768499,47960000
516,04/28/2015,12.41,27.63,24.59,19.83,2114.76,1.89,105.1234,32.639999,29.451702,475696000,21.4655,21.4655,82810000,27.684,27.684,29820000
517,04/29/2015,13.39,27.74,24.48,19.09,2106.85,1.92,104.5634,32.16,29.018593,253544400,21.4685,21.4685,72434000,27.454,27.454,33976000
518,04/30/2015,14.55,30.32,25.83,21.71,2085.51,1.94,105.312,31.2875,28.231319,332781600,21.089001,21.089001,72958000,26.867001,26.867001,41644000
519,05/01/2015,12.70,28.06,25.02,19.98,2108.29,1.94,105.6382,32.237499,29.088524,234050400,21.143499,21.143499,71316000,26.895,26.895,35364000
520,05/04/2015,12.85,25.87,24.50,20.05,2114.49,1.92,105.6679,32.174999,29.032131,203953200,21.152,21.152,45408000,27.039,27.039,26160000
521,05/05/2015,14.31,27.44,25.38,20.96,2089.46,1.94,105.2396,31.450001,28.377947,197085600,21.0595,21.0595,57128000,26.540001,26.540001,27662000
522,05/06/2015,15.15,29.43,25.42,21.31,2080.15,1.91,104.6935,31.252501,28.199741,288564000,20.955,20.955,51050000,26.211,26.211,31340000
523,05/07/2015,15.13,27.16,25.30,20.80,2088.00,1.88,105.1941,31.315001,28.374163,175763600,21.344,21.344,55322000,26.535,26.535,30926000
524,05/08/2015,12.86,24.80,23.99,18.88,2116.10,1.88,104.8424,31.905001,28.90876,222201600,21.6845,21.6845,58176000,26.910999,26.910999,30552000
525,05/11/2015,13.85,25.18,24.31,18.21,2105.33,1.88,105.3075,31.58,28.614275,168143200,21.6425,21.6425,47874000,26.785,26.785,18106000
526,05/12/2015,13.86,25.24,24.78,20.21,2099.12,1.88,104.8924,31.467501,28.512342,192640000,21.551001,21.551001,38956000,26.452,26.452,32684000
527,05/13/2015,13.76,24.77,24.05,19.35,2098.48,1.86,104.3608,31.502501,28.544052,138776800,21.3435,21.3435,39926000,26.481001,26.481001,25046000
528,05/14/2015,12.74,23.96,23.28,18.37,2121.10,1.87,104.2359,32.237499,29.210028,180814000,21.614,21.614,37770000,26.92,26.92,28078000
529,05/15/2015,12.38,23.20,22.82,17.84,2122.73,1.83,104.0202,32.192501,29.169258,152832000,21.299999,21.299999,84806000,26.692499,26.692499,39426000
530,05/18/2015,12.73,21.24,23.29,17.33,2129.20,1.86,104.6068,32.547501,29.490919,203531600,21.261999,21.261999,47804000,26.615,26.615,40068000
531,05/19/2015,12.85,21.00,23.51,18.38,2127.83,1.85,105.3448,32.517502,29.463736,178532800,21.085501,21.085501,49284000,26.868,26.868,39338000
532,05/20/2015,12.88,20.48,23.55,18.18,2125.85,1.88,105.5605,32.514999,29.46147,145819600,21.193001,21.193001,43924000,26.963499,26.963499,28616000
533,05/21/2015,12.11,19.76,23.20,18.13,2130.82,1.84,105.3808,32.8475,29.762743,158921600,21.581499,21.581499,82428000,27.1255,27.1255,29254000
534,05/22/2015,12.13,19.52,22.40,17.90,2126.06,1.87,105.8487,33.134998,30.023241,182384000,21.3815,21.3815,40412000,27.005501,27.005501,23524000
535,05/26/2015,14.06,22.76,23.65,20.62,2104.20,1.82,106.7294,32.404999,29.361803,282790400,21.2735,21.2735,44884000,26.615999,26.615999,48130000
536,05/27/2015,13.27,21.31,23.36,19.51,2123.48,1.80,106.908,33.009998,29.909977,183332800,21.570999,21.570999,44622000,26.9895,26.9895,30500000
537,05/28/2015,13.31,21.00,23.33,19.60,2120.79,1.80,106.92,32.945,29.851097,122933200,21.328501,21.328501,38248000,26.989,26.989,20596000
538,05/29/2015,13.84,21.22,23.46,19.32,2107.39,1.80,106.7388,32.57,29.511301,203538000,21.4615,21.4615,60322000,26.605499,26.605499,51948000
539,06/01/2015,13.97,21.03,23.37,21.00,2111.73,1.80,107.2238,32.634998,29.5702,128451200,21.546,21.546,45066000,26.699499,26.699499,38086000
540,06/02/2015,14.24,21.10,23.36,20.69,2109.60,1.83,106.4507,32.490002,29.43882,134670400,21.5495,21.5495,33378000,26.959,26.959,38780000
541,06/03/2015,13.66,21.07,23.54,20.61,2114.07,1.83,106.1443,32.529999,29.475061,123934000,21.8295,21.8295,54558000,27.015499,27.015499,34340000
542,06/04/2015,14.71,22.24,24.06,21.67,2095.84,1.81,106.4725,32.34,29.302904,153800400,21.539,21.539,50216000,26.834999,26.834999,26966000
543,06/05/2015,14.21,22.18,23.44,21.42,2092.83,1.86,107.1336,32.162498,29.142071,142507200,21.3475,21.3475,38158000,26.6665,26.6665,27764000
544,06/08/2015,15.29,22.89,24.29,22.32,2079.28,1.85,106.7693,31.950001,28.949528,210699200,21.174999,21.174999,43450000,26.341499,26.341499,30412000
545,06/09/2015,14.47,22.70,24.50,21.99,2080.15,1.86,106.2238,31.855,28.863451,224301600,21.274,21.274,45774000,26.334499,26.334499,29106000
546,06/10/2015,13.22,20.95,23.24,20.92,2105.20,1.87,105.8037,32.220001,29.194172,156349200,21.5385,21.5385,43446000,26.834499,26.834499,36300000
547,06/11/2015,12.85,21.19,22.98,20.86,2108.86,1.83,106.0934,32.147499,29.128483,141563600,21.6485,21.6485,58450000,26.730499,26.730499,24350000
548,06/12/2015,13.78,21.48,22.58,20.75,2094.11,1.84,105.9015,31.7925,28.806822,147544800,21.496,21.496,41088000,26.616501,26.616501,19116000
549,06/15/2015,15.39,21.50,22.42,22.88,2084.43,1.85,105.9989,31.73,28.750189,175955600,21.1835,21.1835,41020000,26.360001,26.360001,32654000
550,06/16/2015,14.81,21.32,21.80,22.58,2096.29,1.88,106.0473,31.9,28.904224,125976400,21.363001,21.363001,45928000,26.407499,26.407499,21436000
551,06/17/2015,14.50,21.38,22.24,21.77,2100.44,1.90,106.058,31.825001,28.836271,131672400,21.390499,21.390499,43718000,26.462999,26.462999,25884000
552,06/18/2015,13.19,20.84,22.88,21.13,2121.24,1.89,105.102,31.969999,28.967651,141628800,21.9695,21.9695,67568000,26.8365,26.8365,36662000
553,06/19/2015,13.96,21.27,22.03,20.21,2109.99,1.86,105.4496,31.65,28.677704,218867600,21.746,21.746,89902000,26.834499,26.834499,37870000
554,06/22/2015,12.74,20.17,23.25,20.28,2122.85,1.90,105.3846,31.9025,28.906492,136157200,21.814501,21.814501,36472000,26.9095,26.9095,25006000
555,06/23/2015,12.11,20.45,26.27,21.13,2124.20,1.92,105.9678,31.7575,28.775108,121075600,22.2995,22.2995,64900000,27.024,27.024,23950000
556,06/24/2015,13.26,21.30,26.31,21.58,2108.58,1.90,106.2522,32.0275,29.019749,221123600,22.042,22.042,52416000,26.892,26.892,25732000
557,06/25/2015,14.01,21.62,27.17,21.89,2102.31,1.91,106.1515,31.875,28.881571,127752400,22.004999,22.004999,44750000,26.761499,26.761499,26714000
558,06/26/2015,14.02,22.59,27.82,22.02,2101.49,1.92,106.4116,31.6875,28.711678,176267200,21.905001,21.905001,52490000,26.584499,26.584499,42182000
559,06/29/2015,18.85,26.77,32.30,24.82,2057.64,1.87,106.3785,31.1325,28.208799,196645600,21.493,21.493,55064000,26.076,26.076,38756000
560,06/30/2015,18.23,24.93,32.12,24.34,2063.11,1.87,106.5191,31.3575,28.412674,177482800,21.7045,21.7045,51938000,26.025499,26.025499,44344000
561,07/01/2015,16.09,23.57,31.65,23.71,2077.42,1.89,107.0101,31.65,28.677704,120955200,21.869499,21.869499,39742000,26.091999,26.091999,39220000
562,07/02/2015,16.79,23.72,31.75,22.68,2076.78,1.91,106.9106,31.610001,28.641464,108844000,21.8855,21.8855,26868000,26.17,26.17,24718000
563,07/06/2015,17.01,24.75,34.30,24.72,2068.76,1.87,107.1343,31.5,28.541784,112241600,21.802,21.802,38064000,26.143,26.143,25610000
564,07/07/2015,16.09,25.66,34.62,24.56,2081.34,1.87,107.785,31.422501,28.471565,187787200,21.836,21.836,69084000,26.250999,26.250999,31944000
565,07/08/2015,19.66,30.07,36.42,25.85,2046.68,1.83,107.4734,30.6425,27.764818,243046400,21.485001,21.485001,47662000,25.841499,25.841499,25934000
566,07/09/2015,19.97,33.53,36.64,25.26,2051.31,1.85,107.5595,30.0175,27.198511,314380000,21.7195,21.7195,45428000,26.034,26.034,36846000
567,07/10/2015,16.83,29.63,36.36,24.01,2076.62,1.87,107.213,30.82,27.92565,245418000,22.175501,22.175501,48020000,26.5065,26.5065,39134000
568,07/13/2015,13.90,28.36,39.79,23.36,2099.60,1.86,107.5849,31.415001,28.464775,165762000,22.7785,22.7785,79136000,27.327499,27.327499,44130000
569,07/14/2015,13.37,27.54,39.36,24.33,2108.95,1.85,107.4843,31.4025,28.453451,127072400,23.2785,23.2785,94724000,28.055,28.055,64882000
